vehicle_id,model,engine_type,engine_cc,weight_kg,vehicle_class,vehicle_age,drivetrain,condition,manufacture_year,service_date,season,ambient_temp,mileage,missed_services,service_type,failure_occurred,failure_type,failure_severity,parts_replaced,service_cost
V204,Patrol,V6,4000,2600,SUV,5,AWD,95.21702,2019,2024-01-12,Winter,19.3,92766,1,Skipped,0,None,None,None,0.0
V204,Patrol,V6,4000,2600,SUV,5,AWD,100.0,2019,2024-07-19,Summer,42.7,102310,0,Corrective,1,Tire Wear,Low,Tire,50.0
V204,Patrol,V6,4000,2600,SUV,6,AWD,100.0,2019,2025-01-13,Winter,21.6,111299,0,Corrective,1,Starter Motor Failure,Medium,Starter Motor,94.3
V204,Patrol,V6,4000,2600,SUV,6,AWD,99.7853,2019,2025-07-14,Summer,42.1,120490,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.0
V204,Patrol,V6,4000,2600,SUV,7,AWD,93.67519,2019,2026-01-25,Winter,27.4,130337,1,Skipped,0,None,None,None,0.0
V204,Patrol,V6,4000,2600,SUV,7,AWD,92.79541,2019,2026-07-22,Summer,52.5,139326,0,Preventive,0,None,None,"Oil Filter,Engine Oil",25.3
V205,Altima,I4,2500,1450,Sedan,0,FWD,100.0,2012,2012-07-13,Summer,43.7,5082,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.6
V205,Altima,I4,2500,1450,Sedan,1,FWD,100.0,2012,2013-01-01,Winter,24.3,9588,0,Preventive,0,None,None,"Oil Filter,Engine Oil",28.8
V205,Altima,I4,2500,1450,Sedan,1,FWD,100.0,2012,2013-07-19,Summer,44.3,14801,0,Preventive,0,None,None,"Oil Filter,Engine Oil",18.4
V205,Altima,I4,2500,1450,Sedan,2,FWD,100.0,2012,2014-01-14,Winter,24.8,19490,0,Preventive,0,None,None,"Oil Filter,Engine Oil",28.1
V205,Altima,I4,2500,1450,Sedan,2,FWD,100.0,2012,2014-07-23,Summer,51.6,24468,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.8
V205,Altima,I4,2500,1450,Sedan,3,FWD,100.0,2012,2015-01-18,Winter,12.6,29157,0,Preventive,0,None,None,"Oil Filter,Engine Oil",20.0
V205,Altima,I4,2500,1450,Sedan,3,FWD,100.0,2012,2015-07-19,Summer,50.0,33925,0,Preventive,0,None,None,"Oil Filter,Engine Oil",29.5
V205,Altima,I4,2500,1450,Sedan,4,FWD,100.0,2012,2016-01-15,Winter,17.7,38641,0,Preventive,0,None,None,"Oil Filter,Engine Oil",24.3
V205,Altima,I4,2500,1450,Sedan,4,FWD,100.0,2012,2016-07-19,Summer,45.7,43514,0,Preventive,0,None,None,"Oil Filter,Engine Oil",19.5
V205,Altima,I4,2500,1450,Sedan,5,FWD,100.0,2012,2017-01-12,Winter,28.5,48151,0,Preventive,0,None,None,"Oil Filter,Engine Oil",28.5
V205,Altima,I4,2500,1450,Sedan,5,FWD,100.0,2012,2017-07-20,Summer,36.5,53102,0,Preventive,0,None,None,"Oil Filter,Engine Oil",22.6
V205,Altima,I4,2500,1450,Sedan,6,FWD,100.0,2012,2018-01-28,Winter,20.2,58132,0,Preventive,0,None,None,"Oil Filter,Engine Oil",29.2
V205,Altima,I4,2500,1450,Sedan,6,FWD,100.0,2012,2018-07-22,Summer,35.8,62717,0,Preventive,0,None,None,"Oil Filter,Engine Oil",26.2
V205,Altima,I4,2500,1450,Sedan,7,FWD,100.0,2012,2019-02-06,Winter,17.6,67930,0,Preventive,0,None,None,"Oil Filter,Engine Oil",20.7
V205,Altima,I4,2500,1450,Sedan,7,FWD,100.0,2012,2019-08-11,Summer,40.3,72803,0,Preventive,0,None,None,"Oil Filter,Engine Oil",18.6
V205,Altima,I4,2500,1450,Sedan,8,FWD,100.0,2012,2020-01-24,Winter,22.9,77152,0,Preventive,0,None,None,"Oil Filter,Engine Oil",19.7
V205,Altima,I4,2500,1450,Sedan,8,FWD,100.0,2012,2020-07-21,Summer,42.4,81841,0,Preventive,0,None,None,"Oil Filter,Engine Oil",18.6
V205,Altima,I4,2500,1450,Sedan,9,FWD,100.0,2012,2021-01-07,Winter,18.0,86295,0,Preventive,0,None,None,"Oil Filter,Engine Oil",25.2
V205,Altima,I4,2500,1450,Sedan,9,FWD,100.0,2012,2021-07-13,Summer,26.6,91194,0,Preventive,0,None,None,"Oil Filter,Engine Oil",20.0
V205,Altima,I4,2500,1450,Sedan,9,FWD,100.0,2012,2021-12-30,Winter,22.0,95648,0,Preventive,0,None,None,"Oil Filter,Engine Oil",20.5
V205,Altima,I4,2500,1450,Sedan,10,FWD,99.99931,2012,2022-06-15,Summer,40.7,100023,0,Preventive,0,None,None,"Oil Filter,Engine Oil",16.0
V205,Altima,I4,2500,1450,Sedan,10,FWD,99.86344,2012,2022-12-04,Winter,21.2,104529,0,Preventive,0,None,None,"Oil Filter,Engine Oil",19.9
V205,Altima,I4,2500,1450,Sedan,11,FWD,99.49002,2012,2023-05-28,Spring,28.2,109114,0,Preventive,0,None,None,"Oil Filter,Engine Oil",27.5
V205,Altima,I4,2500,1450,Sedan,11,FWD,98.97512,2012,2023-11-24,Autumn,31.6,113830,0,Preventive,0,None,None,"Oil Filter,Engine Oil",25.6
V205,Altima,I4,2500,1450,Sedan,12,FWD,98.22111,2012,2024-05-19,Spring,25.7,118467,0,Preventive,0,None,None,"Oil Filter,Engine Oil",29.7
V205,Altima,I4,2500,1450,Sedan,12,FWD,100.0,2012,2024-11-24,Autumn,34.8,123418,0,Corrective,1,Alternator Failure,Medium,Alternator,99.1
V205,Altima,I4,2500,1450,Sedan,13,FWD,98.86621000000001,2012,2025-05-10,Spring,27.9,127793,0,Preventive,0,None,None,"Oil Filter,Engine Oil",20.1
V205,Altima,I4,2500,1450,Sedan,13,FWD,97.59016000000001,2012,2025-11-07,Autumn,35.6,132535,0,Preventive,0,None,None,"Oil Filter,Engine Oil",16.5
V205,Altima,I4,2500,1450,Sedan,14,FWD,96.0813,2012,2026-04-25,Spring,33.1,136962,0,Preventive,0,None,None,"Oil Filter,Engine Oil",28.5
V206,Altima,I4,2500,1450,Sedan,0,FWD,100.0,2016,2016-07-24,Summer,46.9,6273,0,Preventive,0,None,None,"Oil Filter,Engine Oil",27.4
V206,Altima,I4,2500,1450,Sedan,1,FWD,100.0,2016,2017-01-06,Winter,20.8,11352,0,Preventive,0,None,None,"Oil Filter,Engine Oil",18.4
V206,Altima,I4,2500,1450,Sedan,1,FWD,100.0,2016,2017-06-23,Summer,39.1,16492,0,Preventive,0,None,None,"Oil Filter,Engine Oil",24.7
V206,Altima,I4,2500,1450,Sedan,2,FWD,100.0,2016,2018-01-05,Winter,19.2,22489,0,Preventive,0,None,None,"Oil Filter,Engine Oil",19.1
V206,Altima,I4,2500,1450,Sedan,2,FWD,100.0,2016,2018-06-20,Summer,43.6,27568,0,Preventive,0,None,None,"Oil Filter,Engine Oil",26.1
V206,Altima,I4,2500,1450,Sedan,2,FWD,100.0,2016,2018-12-09,Winter,18.8,32831,0,Preventive,0,None,None,"Oil Filter,Engine Oil",29.1
V206,Altima,I4,2500,1450,Sedan,3,FWD,100.0,2016,2019-06-14,Summer,41.4,38553,0,Preventive,0,None,None,"Oil Filter,Engine Oil",15.1
V206,Altima,I4,2500,1450,Sedan,3,FWD,100.0,2016,2019-12-22,Winter,21.2,44397,0,Preventive,0,None,None,"Oil Filter,Engine Oil",21.0
V206,Altima,I4,2500,1450,Sedan,4,FWD,100.0,2016,2020-06-22,Summer,47.9,49996,0,Preventive,0,None,None,"Oil Filter,Engine Oil",28.6
V206,Altima,I4,2500,1450,Sedan,4,FWD,100.0,2016,2020-12-08,Winter,21.8,55167,0,Preventive,0,None,None,"Oil Filter,Engine Oil",27.1
V206,Altima,I4,2500,1450,Sedan,5,FWD,100.0,2016,2021-06-18,Summer,47.5,61042,0,Preventive,0,None,None,"Oil Filter,Engine Oil",18.2
V206,Altima,I4,2500,1450,Sedan,5,FWD,100.0,2016,2021-12-06,Winter,22.7,66274,0,Corrective,1,Brake Disc Warp,Medium,Brake Disc,38.2
V206,Altima,I4,2500,1450,Sedan,6,FWD,100.0,2016,2022-06-14,Summer,39.7,72088,0,Preventive,0,None,None,"Oil Filter,Engine Oil",21.4
V206,Altima,I4,2500,1450,Sedan,6,FWD,100.0,2016,2022-12-04,Winter,24.7,77381,0,Preventive,0,None,None,"Oil Filter,Engine Oil",20.8
V206,Altima,I4,2500,1450,Sedan,7,FWD,100.0,2016,2023-06-07,Summer,38.2,83042,0,Preventive,0,None,None,"Oil Filter,Engine Oil",18.3
V206,Altima,I4,2500,1450,Sedan,7,FWD,100.0,2016,2023-12-18,Winter,20.7,88978,0,Preventive,0,None,None,"Oil Filter,Engine Oil",24.1
V206,Altima,I4,2500,1450,Sedan,8,FWD,100.0,2016,2024-06-04,Summer,43.2,94149,0,Preventive,0,None,None,"Oil Filter,Engine Oil",22.0
V206,Altima,I4,2500,1450,Sedan,8,FWD,100.0,2016,2024-11-23,Autumn,33.8,99412,0,Preventive,0,None,None,"Oil Filter,Engine Oil",29.3
V206,Altima,I4,2500,1450,Sedan,9,FWD,99.96526999999999,2016,2025-05-08,Spring,27.6,104491,0,Preventive,0,None,None,"Oil Filter,Engine Oil",29.5
V206,Altima,I4,2500,1450,Sedan,9,FWD,99.75980999999999,2016,2025-11-10,Autumn,26.4,110182,0,Preventive,0,None,None,"Oil Filter,Engine Oil",21.1
V206,Altima,I4,2500,1450,Sedan,10,FWD,99.30197999999999,2016,2026-04-25,Spring,34.3,115261,0,Preventive,0,None,None,"Oil Filter,Engine Oil",29.2
V207,Pathfinder,V6,3500,2000,SUV,0,AWD,100.0,2019,2019-06-18,Summer,49.2,7593,0,Corrective,1,Brake Pad Wear,Low,Brake Pads,39.9
V207,Pathfinder,V6,3500,2000,SUV,0,AWD,100.0,2019,2019-12-13,Winter,24.4,15638,0,Preventive,0,None,None,"Oil Filter,Engine Oil",26.5
V207,Pathfinder,V6,3500,2000,SUV,1,AWD,100.0,2019,2020-05-27,Spring,29.5,23141,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.6
V207,Pathfinder,V6,3500,2000,SUV,1,AWD,100.0,2019,2020-11-12,Autumn,32.9,30779,0,Preventive,0,None,None,"Oil Filter,Engine Oil",29.8
V207,Pathfinder,V6,3500,2000,SUV,2,AWD,100.0,2019,2021-05-12,Spring,29.8,38960,0,Corrective,1,Brake Pad Wear,Low,Brake Pads,38.1
V207,Pathfinder,V6,3500,2000,SUV,2,AWD,100.0,2019,2021-10-25,Autumn,32.6,46463,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.4
V207,Pathfinder,V6,3500,2000,SUV,3,AWD,100.0,2019,2022-04-29,Spring,35.8,54870,0,Preventive,0,None,None,"Oil Filter,Engine Oil",29.7
V207,Pathfinder,V6,3500,2000,SUV,3,AWD,100.0,2019,2022-10-31,Autumn,32.3,63232,0,Preventive,0,None,None,"Oil Filter,Engine Oil",27.2
V207,Pathfinder,V6,3500,2000,SUV,4,AWD,100.0,2019,2023-04-30,Spring,27.5,71413,0,Preventive,0,None,None,"Oil Filter,Engine Oil",16.0
V207,Pathfinder,V6,3500,2000,SUV,4,AWD,100.0,2019,2023-10-21,Autumn,32.6,79277,0,Corrective,1,Tire Wear,Low,Tire,51.1
V207,Pathfinder,V6,3500,2000,SUV,5,AWD,100.0,2019,2024-04-12,Spring,26.1,87141,0,Preventive,0,None,None,"Oil Filter,Engine Oil",19.8
V207,Pathfinder,V6,3500,2000,SUV,5,AWD,100.0,2019,2024-09-25,Autumn,33.7,94644,0,Preventive,0,None,None,"Oil Filter,Engine Oil",27.1
V207,Pathfinder,V6,3500,2000,SUV,6,AWD,100.0,2019,2025-03-25,Spring,30.5,102825,0,Preventive,0,None,None,"Oil Filter,Engine Oil",16.9
V207,Pathfinder,V6,3500,2000,SUV,6,AWD,100.0,2019,2025-09-29,Autumn,37.9,111322,0,Preventive,0,None,None,"Oil Filter,Engine Oil",26.4
V207,Pathfinder,V6,3500,2000,SUV,7,AWD,99.73525,2019,2026-03-14,Spring,33.6,118825,0,Preventive,0,None,None,"Oil Filter,Engine Oil",28.8
V208,Altima,I4,2500,1450,Sedan,0,FWD,98.24971,2012,2012-07-04,Summer,46.2,8343,1,Skipped,0,None,None,None,0.0
V208,Altima,I4,2500,1450,Sedan,0,FWD,96.27214,2012,2012-12-19,Winter,25.1,15919,2,Skipped,0,None,None,None,0.0
V208,Altima,I4,2500,1450,Sedan,1,FWD,93.96999,2012,2013-06-03,Summer,41.7,23405,3,Skipped,0,None,None,None,0.0
V208,Altima,I4,2500,1450,Sedan,1,FWD,96.93513,2012,2013-11-22,Autumn,33.0,31162,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.9
V208,Altima,I4,2500,1450,Sedan,2,FWD,94.07299,2012,2014-05-09,Spring,29.1,38738,1,Skipped,0,None,None,None,0.0
V208,Altima,I4,2500,1450,Sedan,2,FWD,90.94568,2012,2014-11-21,Autumn,28.8,47577,2,Skipped,0,None,None,None,0.0
V208,Altima,I4,2500,1450,Sedan,3,FWD,87.46538,2012,2015-05-27,Spring,32.7,56010,3,Skipped,0,None,None,None,0.0
V208,Altima,I4,2500,1450,Sedan,3,FWD,83.74562,2012,2015-11-20,Autumn,31.3,63992,4,Skipped,0,None,None,None,0.0
V208,Altima,I4,2500,1450,Sedan,4,FWD,79.67287,2012,2016-05-25,Spring,29.0,72425,5,Skipped,0,None,None,None,0.0
V208,Altima,I4,2500,1450,Sedan,4,FWD,80.8363,2012,2016-12-06,Winter,22.0,81219,0,Preventive,0,None,None,"Oil Filter,Engine Oil",21.3
V208,Altima,I4,2500,1450,Sedan,5,FWD,86.67514999999999,2012,2017-05-21,Spring,34.3,88705,0,Corrective,1,Wheel Alignment Issue,Low,Alignment Service,15.3
V208,Altima,I4,2500,1450,Sedan,5,FWD,81.75831,2012,2017-11-26,Autumn,30.0,97228,1,Skipped,0,None,None,None,0.0
V208,Altima,I4,2500,1450,Sedan,6,FWD,76.49931,2012,2018-05-24,Spring,35.8,105300,2,Skipped,0,None,None,None,0.0
V208,Altima,I4,2500,1450,Sedan,6,FWD,76.5022,2012,2018-11-16,Autumn,31.9,113237,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.3
V208,Altima,I4,2500,1450,Sedan,7,FWD,76.1521,2012,2019-05-22,Spring,30.3,121670,0,Preventive,0,None,None,"Oil Filter,Engine Oil",27.3
V208,Altima,I4,2500,1450,Sedan,7,FWD,75.54631,2012,2019-11-27,Autumn,30.7,130193,0,Preventive,0,None,None,"Oil Filter,Engine Oil",20.3
V208,Altima,I4,2500,1450,Sedan,8,FWD,69.11594000000001,2012,2020-05-11,Spring,26.4,137679,1,Skipped,0,None,None,None,0.0
V208,Altima,I4,2500,1450,Sedan,8,FWD,62.46099000000001,2012,2020-10-24,Autumn,41.5,145165,2,Skipped,0,None,None,None,0.0
V208,Altima,I4,2500,1450,Sedan,9,FWD,55.48146000000001,2012,2021-04-08,Spring,36.6,152651,3,Skipped,0,None,None,None,0.0
V208,Altima,I4,2500,1450,Sedan,9,FWD,53.74894000000001,2012,2021-10-12,Autumn,37.3,161084,0,Preventive,0,None,None,"Oil Filter,Engine Oil",24.5
V208,Altima,I4,2500,1450,Sedan,10,FWD,51.66748000000001,2012,2022-04-14,Spring,33.2,169382,0,Preventive,0,None,None,"Oil Filter,Engine Oil",25.8
V208,Altima,I4,2500,1450,Sedan,10,FWD,49.33843000000001,2012,2022-10-14,Autumn,33.3,177635,0,Preventive,0,None,None,"Oil Filter,Engine Oil",28.6
V208,Altima,I4,2500,1450,Sedan,11,FWD,41.14826000000001,2012,2023-04-25,Spring,31.2,186339,1,Skipped,0,None,None,None,0.0
V208,Altima,I4,2500,1450,Sedan,11,FWD,38.22133000000001,2012,2023-10-17,Autumn,33.3,194231,0,Preventive,0,None,None,"Oil Filter,Engine Oil",19.3
V208,Altima,I4,2500,1450,Sedan,12,FWD,39.925180000000005,2012,2024-05-03,Spring,22.2,203205,0,Corrective,1,Brake Pad Wear,Low,Brake Pads,38.1
V208,Altima,I4,2500,1450,Sedan,12,FWD,36.37061,2012,2024-11-10,Autumn,28.6,211819,0,Preventive,0,None,None,"Oil Filter,Engine Oil",16.0
V208,Altima,I4,2500,1450,Sedan,13,FWD,32.491460000000004,2012,2025-04-25,Spring,29.3,219305,0,Preventive,0,None,None,"Oil Filter,Engine Oil",28.0
V208,Altima,I4,2500,1450,Sedan,13,FWD,28.344440000000002,2012,2025-11-09,Autumn,32.6,228234,0,Preventive,0,None,None,"Oil Filter,Engine Oil",15.8
V208,Altima,I4,2500,1450,Sedan,14,FWD,27.372840000000004,2012,2026-04-24,Spring,33.6,235720,0,Emergency,1,Brake Fluid Leak,High,"Brake Hose,Brake Fluid",30.1
V209,Pathfinder,V6,3500,2000,SUV,0,AWD,100.0,2009,2009-06-19,Summer,39.7,7638,0,Preventive,0,None,None,"Oil Filter,Engine Oil",16.5
V209,Pathfinder,V6,3500,2000,SUV,0,AWD,100.0,2009,2009-12-25,Winter,29.5,16180,0,Preventive,0,None,None,"Oil Filter,Engine Oil",23.6
V209,Pathfinder,V6,3500,2000,SUV,1,AWD,100.0,2009,2010-06-09,Summer,30.1,23683,0,Preventive,0,None,None,"Oil Filter,Engine Oil",21.7
V209,Pathfinder,V6,3500,2000,SUV,1,AWD,97.46172,2009,2010-11-24,Autumn,39.6,31276,1,Skipped,0,None,None,None,0.0
V209,Pathfinder,V6,3500,2000,SUV,2,AWD,100.0,2009,2011-05-13,Spring,25.2,38960,0,Preventive,0,None,None,"Oil Filter,Engine Oil",18.6
V209,Pathfinder,V6,3500,2000,SUV,2,AWD,100.0,2009,2011-10-28,Autumn,31.0,46553,0,Preventive,0,None,None,"Oil Filter,Engine Oil",29.7
V209,Pathfinder,V6,3500,2000,SUV,3,AWD,96.54037,2009,2012-05-09,Spring,28.2,55321,1,Skipped,0,None,None,None,0.0
V209,Pathfinder,V6,3500,2000,SUV,3,AWD,92.83530999999999,2009,2012-11-06,Autumn,30.4,63502,2,Skipped,0,None,None,None,0.0
V209,Pathfinder,V6,3500,2000,SUV,4,AWD,88.79702999999999,2009,2013-04-27,Spring,32.9,71276,3,Skipped,0,None,None,None,0.0
V209,Pathfinder,V6,3500,2000,SUV,4,AWD,89.99027999999998,2009,2013-11-11,Autumn,31.9,80225,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.5
V209,Pathfinder,V6,3500,2000,SUV,5,AWD,90.84082999999998,2009,2014-05-09,Spring,30.9,88315,0,Preventive,0,None,None,"Oil Filter,Engine Oil",21.8
V209,Pathfinder,V6,3500,2000,SUV,5,AWD,85.95545999999999,2009,2014-10-30,Autumn,33.6,96179,1,Skipped,0,None,None,None,0.0
V209,Pathfinder,V6,3500,2000,SUV,6,AWD,86.23687,2009,2015-04-20,Spring,35.0,103953,0,Preventive,0,None,None,"Oil Filter,Engine Oil",20.8
V209,Pathfinder,V6,3500,2000,SUV,6,AWD,91.26202,2009,2015-10-26,Autumn,26.5,112495,0,Emergency,1,Brake Disc Warp,Medium,Brake Disc,44.6
V209,Pathfinder,V6,3500,2000,SUV,7,AWD,90.96073,2009,2016-04-10,Spring,25.7,120043,0,Preventive,0,None,None,"Oil Filter,Engine Oil",25.7
V209,Pathfinder,V6,3500,2000,SUV,7,AWD,84.91265999999999,2009,2016-10-09,Autumn,34.0,128269,1,Skipped,0,None,None,None,0.0
V209,Pathfinder,V6,3500,2000,SUV,8,AWD,84.01646,2009,2017-04-10,Spring,32.9,136540,0,Preventive,0,None,None,"Oil Filter,Engine Oil",19.5
V209,Pathfinder,V6,3500,2000,SUV,8,AWD,77.39517,2009,2017-09-23,Autumn,27.5,144043,1,Skipped,0,None,None,None,0.0
V209,Pathfinder,V6,3500,2000,SUV,9,AWD,70.44878999999999,2009,2018-03-08,Spring,34.2,151546,2,Skipped,0,None,None,None,0.0
V209,Pathfinder,V6,3500,2000,SUV,9,AWD,68.71629999999999,2009,2018-10-05,Autumn,25.4,161083,0,Preventive,0,None,None,"Oil Filter,Engine Oil",23.4
V209,Pathfinder,V6,3500,2000,SUV,10,AWD,61.139729999999986,2009,2019-04-03,Spring,33.3,169219,1,Skipped,0,None,None,None,0.0
V209,Pathfinder,V6,3500,2000,SUV,10,AWD,58.77704999999999,2009,2019-10-31,Autumn,39.7,178756,0,Preventive,0,None,None,"Oil Filter,Engine Oil",24.9
V209,Pathfinder,V6,3500,2000,SUV,11,AWD,56.058109999999985,2009,2020-05-07,Spring,34.4,187298,0,Preventive,0,None,None,"Oil Filter,Engine Oil",21.1
V209,Pathfinder,V6,3500,2000,SUV,11,AWD,56.582909999999984,2009,2020-11-12,Autumn,28.3,195840,0,Corrective,1,Tire Wear,Low,Tire,45.9
V209,Pathfinder,V6,3500,2000,SUV,12,AWD,53.25279999999998,2009,2021-05-19,Spring,27.2,204337,0,Preventive,0,None,None,"Oil Filter,Engine Oil",27.6
V209,Pathfinder,V6,3500,2000,SUV,12,AWD,49.65964999999998,2009,2021-11-29,Autumn,31.1,213105,0,Preventive,0,None,None,"Oil Filter,Engine Oil",25.8
V209,Pathfinder,V6,3500,2000,SUV,13,AWD,50.71023999999998,2009,2022-06-06,Summer,38.8,221647,0,Corrective,1,Brake Pad Wear,Low,Brake Pads,44.8
V209,Pathfinder,V6,3500,2000,SUV,13,AWD,51.53573999999998,2009,2022-11-19,Autumn,29.2,229150,0,Corrective,1,AC Compressor Failure,Medium,AC Compressor,225.4
V209,Pathfinder,V6,3500,2000,SUV,14,AWD,46.98325999999999,2009,2023-06-12,Summer,44.6,238416,0,Preventive,0,None,None,"Oil Filter,Engine Oil",27.5
V209,Pathfinder,V6,3500,2000,SUV,15,AWD,42.05417999999999,2009,2024-01-02,Winter,26.8,247636,0,Preventive,0,None,None,"Oil Filter,Engine Oil",25.0
V209,Pathfinder,V6,3500,2000,SUV,15,AWD,36.89457999999999,2009,2024-06-20,Summer,38.4,255320,0,Preventive,0,None,None,"Oil Filter,Engine Oil",19.3
V209,Pathfinder,V6,3500,2000,SUV,15,AWD,36.47871999999999,2009,2024-12-26,Winter,19.1,263862,0,Corrective,1,Brake Pad Wear,Low,Brake Pads,44.1
V209,Pathfinder,V6,3500,2000,SUV,16,AWD,35.70659999999999,2009,2025-07-03,Summer,46.5,272404,0,Corrective,1,Brake Pad Wear,Low,Brake Pads,44.3
V209,Pathfinder,V6,3500,2000,SUV,17,AWD,29.582269999999987,2009,2026-01-05,Winter,22.3,280811,0,Preventive,0,None,None,"Oil Filter,Engine Oil",15.9
V209,Pathfinder,V6,3500,2000,SUV,17,AWD,26.711159999999985,2009,2026-07-06,Summer,40.6,289037,0,Corrective,1,Tire Blowout,High,Tire,47.0
V210,Patrol,V6,4000,2600,SUV,0,AWD,100.0,2018,2018-07-11,Summer,34.7,14993,0,Emergency,1,Shock Absorber Wear,Medium,Shock Absorber,81.6
V210,Patrol,V6,4000,2600,SUV,0,AWD,100.0,2018,2018-12-24,Winter,28.8,28024,0,Preventive,0,None,None,"Oil Filter,Engine Oil",24.6
V210,Patrol,V6,4000,2600,SUV,1,AWD,100.0,2018,2019-06-13,Summer,46.3,41447,0,Preventive,0,None,None,"Oil Filter,Engine Oil",19.4
V210,Patrol,V6,4000,2600,SUV,1,AWD,100.0,2018,2019-12-13,Winter,13.4,55812,0,Preventive,0,None,None,"Oil Filter,Engine Oil",23.7
V210,Patrol,V6,4000,2600,SUV,2,AWD,100.0,2018,2020-06-06,Summer,40.9,69628,0,Preventive,0,None,None,"Oil Filter,Engine Oil",26.3
V210,Patrol,V6,4000,2600,SUV,2,AWD,100.0,2018,2020-11-28,Autumn,31.2,83365,0,Preventive,0,None,None,"Oil Filter,Engine Oil",23.2
V210,Patrol,V6,4000,2600,SUV,3,AWD,100.0,2018,2021-05-13,Spring,25.3,96396,0,Preventive,0,None,None,"Oil Filter,Engine Oil",26.9
V210,Patrol,V6,4000,2600,SUV,3,AWD,100.0,2018,2021-11-09,Autumn,34.0,110526,0,Preventive,0,None,None,"Oil Filter,Engine Oil",26.4
V210,Patrol,V6,4000,2600,SUV,4,AWD,99.86502999999999,2018,2022-05-06,Spring,35.1,124499,0,Preventive,0,None,None,"Oil Filter,Engine Oil",25.2
V210,Patrol,V6,4000,2600,SUV,4,AWD,99.29202999999998,2018,2022-11-08,Autumn,29.4,139100,0,Preventive,0,None,None,"Oil Filter,Engine Oil",26.6
V210,Patrol,V6,4000,2600,SUV,5,AWD,98.15510999999998,2018,2023-05-24,Spring,26.9,154564,0,Preventive,0,None,None,"Oil Filter,Engine Oil",20.0
V210,Patrol,V6,4000,2600,SUV,5,AWD,96.61312999999998,2018,2023-11-12,Autumn,33.7,168066,0,Preventive,0,None,None,"Oil Filter,Engine Oil",24.4
V210,Patrol,V6,4000,2600,SUV,6,AWD,94.58021999999998,2018,2024-04-26,Spring,33.0,181097,0,Preventive,0,None,None,"Oil Filter,Engine Oil",15.8
V210,Patrol,V6,4000,2600,SUV,6,AWD,92.15637999999998,2018,2024-10-09,Autumn,33.0,194128,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.2
V210,Patrol,V6,4000,2600,SUV,7,AWD,89.14977999999998,2018,2025-05-02,Spring,28.7,210220,0,Preventive,0,None,None,"Oil Filter,Engine Oil",20.3
V210,Patrol,V6,4000,2600,SUV,7,AWD,85.75224999999998,2018,2025-10-15,Autumn,26.0,223251,0,Preventive,0,None,None,"Oil Filter,Engine Oil",26.6
V210,Patrol,V6,4000,2600,SUV,8,AWD,81.86378999999998,2018,2026-03-30,Spring,32.1,236282,0,Preventive,0,None,None,"Oil Filter,Engine Oil",15.3
V211,Sunny,I4,1500,1050,Sedan,0,FWD,100.0,2016,2016-06-25,Summer,35.1,8043,0,Preventive,0,None,None,"Oil Filter,Engine Oil",29.0
V211,Sunny,I4,1500,1050,Sedan,1,FWD,100.0,2016,2017-01-03,Winter,23.3,16817,0,Preventive,0,None,None,"Oil Filter,Engine Oil",20.7
V211,Sunny,I4,1500,1050,Sedan,1,FWD,100.0,2016,2017-07-06,Summer,41.0,25225,0,Preventive,0,None,None,"Oil Filter,Engine Oil",21.9
V211,Sunny,I4,1500,1050,Sedan,2,FWD,100.0,2016,2018-01-02,Winter,22.9,33451,0,Corrective,1,Wheel Alignment Issue,Low,Alignment Service,16.9
V211,Sunny,I4,1500,1050,Sedan,2,FWD,100.0,2016,2018-06-27,Summer,36.2,41494,0,Preventive,0,None,None,"Oil Filter,Engine Oil",21.6
V211,Sunny,I4,1500,1050,Sedan,2,FWD,100.0,2016,2018-12-15,Winter,25.7,49308,0,Preventive,0,None,None,"Oil Filter,Engine Oil",15.5
V211,Sunny,I4,1500,1050,Sedan,3,FWD,100.0,2016,2019-07-04,Summer,44.8,58493,0,Preventive,0,None,None,"Oil Filter,Engine Oil",25.9
V211,Sunny,I4,1500,1050,Sedan,3,FWD,100.0,2016,2019-12-31,Winter,19.2,66719,0,Preventive,0,None,None,"Oil Filter,Engine Oil",15.2
V211,Sunny,I4,1500,1050,Sedan,4,FWD,100.0,2016,2020-07-06,Summer,46.4,75310,0,Preventive,0,None,None,"Oil Filter,Engine Oil",26.5
V211,Sunny,I4,1500,1050,Sedan,5,FWD,100.0,2016,2021-01-24,Winter,21.5,84541,0,Preventive,0,None,None,"Oil Filter,Engine Oil",26.8
V211,Sunny,I4,1500,1050,Sedan,5,FWD,100.0,2016,2021-07-16,Summer,39.1,92447,0,Preventive,0,None,None,"Oil Filter,Engine Oil",27.2
V211,Sunny,I4,1500,1050,Sedan,6,FWD,100.0,2016,2022-02-12,Winter,21.4,102089,0,Preventive,0,None,None,"Oil Filter,Engine Oil",15.8
