vehicle_id,service_date,season,ambient_temp,vehicle_age,mileage,missed_services,service_type,failure_occurred,failure_type,failure_severity,parts_replaced,service_cost
V2269,2023-12-19,Winter,26.4,3,50680,0,Preventive,0,None,None,"Oil Filter,Engine Oil",18.3
V2269,2024-06-02,Summer,37.9,4,56490,0,Preventive,0,None,None,"Oil Filter,Engine Oil",26.5
V2269,2024-12-27,Winter,17.3,4,63770,0,Preventive,0,None,None,"Oil Filter,Engine Oil",26.4
V2269,2025-06-16,Summer,43.7,5,69755,0,Preventive,0,None,None,"Oil Filter,Engine Oil",18.1
V2269,2025-12-09,Winter,20.3,5,75915,0,Preventive,0,None,None,"Oil Filter,Engine Oil",15.7
V2269,2026-05-24,Spring,24.5,6,81725,0,Preventive,0,None,None,"Oil Filter,Engine Oil",22.0
V2270,2017-06-25,Summer,37.5,0,6860,1,Skipped,0,None,None,None,0.0
V2270,2017-12-28,Winter,17.7,0,14151,0,Preventive,0,None,None,"Oil Filter,Engine Oil",21.1
V2270,2018-07-18,Summer,38.9,1,22069,0,Preventive,0,None,None,"Oil Filter,Engine Oil",28.5
V2270,2019-02-04,Winter,29.6,2,29948,0,Preventive,0,None,None,"Oil Filter,Engine Oil",25.4
V2270,2019-07-30,Summer,45.1,2,36847,0,Preventive,0,None,None,"Oil Filter,Engine Oil",18.4
V2270,2020-01-29,Winter,15.7,3,44020,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.9
V2270,2020-07-13,Summer,39.1,3,50527,0,Preventive,0,None,None,"Oil Filter,Engine Oil",21.5
V2270,2020-12-28,Winter,22.3,3,57112,1,Skipped,0,None,None,None,0.0
V2270,2021-07-07,Summer,42.4,4,64599,2,Skipped,0,None,None,None,0.0
V2270,2022-01-12,Winter,17.7,5,72007,0,Preventive,0,None,None,"Oil Filter,Engine Oil",25.6
V2270,2022-06-29,Summer,45.4,5,78592,1,Skipped,0,None,None,None,0.0
V2270,2023-01-03,Winter,19.7,6,85961,0,Preventive,0,None,None,"Oil Filter,Engine Oil",28.7
V2270,2023-06-23,Summer,48.5,6,92664,0,Preventive,0,None,None,"Oil Filter,Engine Oil",16.2
V2270,2023-12-11,Winter,23.4,6,99367,1,Skipped,0,None,None,None,0.0
V2270,2024-06-10,Summer,42.9,7,106501,0,Preventive,0,None,None,"Oil Filter,Engine Oil",19.6
V2270,2024-12-05,Winter,22.8,7,113478,1,Skipped,0,None,None,None,0.0
V2270,2025-06-17,Summer,48.7,8,121082,0,Emergency,1,Engine Overheating,High,"Radiator,Coolant Pump,Thermostat",195.6
V2270,2025-12-10,Winter,27.8,8,127981,1,Skipped,0,None,None,None,0.0
V2270,2026-05-29,Spring,30.6,9,134645,0,Emergency,1,Engine Overheating,High,"Radiator,Coolant Pump,Thermostat",192.5
V2271,2010-07-17,Summer,39.4,0,8569,1,Skipped,0,None,None,None,0.0
V2271,2011-01-28,Winter,17.1,1,17051,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.8
V2271,2011-07-25,Summer,40.6,1,24794,1,Skipped,0,None,None,None,0.0
V2271,2012-01-31,Winter,22.5,2,33059,0,Preventive,0,None,None,"Oil Filter,Engine Oil",24.4
V2271,2012-08-13,Summer,50.1,2,41541,1,Skipped,0,None,None,None,0.0
V2271,2013-02-14,Winter,16.4,3,49588,0,Preventive,0,None,None,"Oil Filter,Engine Oil",29.1
V2271,2013-08-10,Summer,37.1,3,57287,1,Skipped,0,None,None,None,0.0
V2271,2014-02-26,Winter,22.0,4,65987,2,Skipped,0,None,None,None,0.0
V2271,2014-08-23,Summer,34.7,4,73730,3,Skipped,0,None,None,None,0.0
V2271,2015-03-01,Spring,32.1,5,81995,4,Skipped,0,None,None,None,0.0
V2271,2015-09-19,Autumn,27.6,5,90782,0,Preventive,0,None,None,"Oil Filter,Engine Oil",27.9
V2271,2016-03-03,Spring,35.5,6,98003,0,Preventive,0,None,None,"Oil Filter,Engine Oil",15.6
V2271,2016-09-22,Autumn,34.8,6,106833,0,Preventive,0,None,None,"Oil Filter,Engine Oil",16.5
V2271,2017-03-07,Spring,24.7,7,114054,0,Preventive,0,None,None,"Oil Filter,Engine Oil",24.7
V2271,2017-08-20,Summer,49.9,7,121275,0,Corrective,1,Oil Leak,Low,"Oil Seal,Gasket",56.8
V2271,2018-02-27,Winter,18.2,8,129583,1,Skipped,0,None,None,None,0.0
V2271,2018-08-22,Summer,47.0,8,137239,0,Corrective,1,Spark Plug Failure,Low,Spark Plug,11.8
V2271,2019-03-19,Spring,33.4,9,146330,0,Corrective,1,Tire Wear,Low,Tire,48.0
V2271,2019-10-16,Autumn,30.8,9,155508,0,Corrective,1,Refrigerant Leak,Medium,Refrigerant,21.0
V2271,2020-04-26,Spring,25.2,10,163903,0,Corrective,1,Clutch Wear,Low,Clutch Kit,156.9
V2271,2020-10-22,Autumn,34.4,10,171689,0,Emergency,1,Control Arm Failure,Medium,Control Arm,74.4
V2271,2021-04-06,Spring,30.7,11,178910,0,Emergency,1,Battery Failure,Medium,Battery,46.5
V2271,2021-10-04,Autumn,29.7,11,186783,0,Preventive,0,None,None,"Oil Filter,Engine Oil",15.8
V2271,2022-03-30,Spring,30.9,12,194482,0,Emergency,1,Fuel Injector Failure,Medium,Fuel Injector,44.9
V2271,2022-09-16,Autumn,30.2,12,201877,0,Corrective,1,Oil Leak,Low,"Oil Seal,Gasket",50.8
V2271,2023-04-04,Spring,20.4,13,210577,0,Emergency,1,Coolant Pump Failure,Medium,Coolant Pump,56.2
V2271,2023-10-24,Autumn,35.9,13,219407,0,Corrective,1,Wheel Alignment Issue,Low,Alignment Service,15.0
V2271,2024-04-07,Spring,28.6,14,226628,0,Preventive,0,None,None,"Oil Filter,Engine Oil",19.5
V2271,2024-10-08,Autumn,32.5,14,234632,0,Corrective,1,Clutch Wear,Low,Clutch Kit,173.2
V2271,2025-03-29,Spring,30.6,15,242114,0,Emergency,1,Control Arm Failure,Medium,Control Arm,82.0
V2271,2025-10-18,Autumn,34.9,15,250944,0,Corrective,1,Battery Failure,Medium,Battery,50.2
V2271,2026-05-01,Spring,31.7,16,259426,0,Corrective,1,Oil Leak,Low,"Oil Seal,Gasket",53.2
V2272,2018-07-25,Summer,43.3,0,7195,1,Skipped,0,None,None,None,0.0
V2272,2019-01-19,Winter,16.8,1,13442,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.0
V2272,2019-07-22,Summer,40.5,1,19900,0,Preventive,0,None,None,"Oil Filter,Engine Oil",20.7
V2272,2020-01-06,Winter,21.9,2,25796,0,Preventive,0,None,None,"Oil Filter,Engine Oil",28.9
V2272,2020-07-07,Summer,42.8,2,32219,1,Skipped,0,None,None,None,0.0
V2272,2020-12-26,Winter,21.7,2,38256,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.4
V2272,2021-06-10,Summer,34.7,3,44082,1,Skipped,0,None,None,None,0.0
V2272,2021-11-25,Autumn,41.7,3,49978,0,Preventive,0,None,None,"Oil Filter,Engine Oil",21.9
V2272,2022-05-10,Spring,36.8,4,55804,1,Skipped,0,None,None,None,0.0
V2272,2022-11-04,Autumn,31.7,4,62051,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.2
V2272,2023-04-30,Spring,37.8,5,68263,0,Preventive,0,None,None,"Oil Filter,Engine Oil",18.5
V2272,2023-11-12,Autumn,37.0,5,75142,0,Preventive,0,None,None,"Oil Filter,Engine Oil",24.4
V2272,2024-05-21,Spring,25.2,6,81846,0,Preventive,0,None,None,"Oil Filter,Engine Oil",22.0
V2272,2024-11-15,Autumn,30.5,6,88093,1,Skipped,0,None,None,None,0.0
V2272,2025-05-14,Spring,28.0,7,94411,2,Skipped,0,None,None,None,0.0
V2272,2025-11-11,Autumn,29.9,7,100764,3,Skipped,0,None,None,None,0.0
V2272,2026-05-19,Spring,39.3,8,107397,4,Skipped,0,None,None,None,0.0
V2273,2021-07-10,Summer,51.4,0,6308,0,Preventive,0,None,None,"Oil Filter,Engine Oil",26.9
V2273,2022-01-30,Winter,17.3,1,13080,0,Preventive,0,None,None,"Oil Filter,Engine Oil",26.0
V2273,2022-08-01,Summer,52.2,1,19155,0,Preventive,0,None,None,"Oil Filter,Engine Oil",18.7
V2273,2023-01-29,Winter,22.5,2,25164,0,Preventive,0,None,None,"Oil Filter,Engine Oil",21.2
V2273,2023-07-21,Summer,42.1,2,30907,0,Preventive,0,None,None,"Oil Filter,Engine Oil",22.8
V2273,2024-01-13,Winter,21.6,3,36750,0,Preventive,0,None,None,"Oil Filter,Engine Oil",27.4
V2273,2024-07-16,Summer,52.2,3,42892,0,Preventive,0,None,None,"Oil Filter,Engine Oil",20.1
V2273,2024-12-29,Winter,20.8,3,48403,0,Preventive,0,None,None,"Oil Filter,Engine Oil",24.2
V2273,2025-07-12,Summer,45.8,4,54877,0,Preventive,0,None,None,"Oil Filter,Engine Oil",19.0
V2273,2026-01-27,Winter,15.7,5,61483,0,Preventive,0,None,None,"Oil Filter,Engine Oil",26.9
V2273,2026-08-05,Summer,35.9,5,67791,0,Preventive,0,None,None,"Oil Filter,Engine Oil",24.0
V2274,2009-06-29,Summer,45.2,0,7213,0,Preventive,0,None,None,"Oil Filter,Engine Oil",27.3
V2274,2009-12-29,Winter,18.5,0,14587,0,Preventive,0,None,None,"Oil Filter,Engine Oil",26.2
V2274,2010-06-13,Summer,36.7,1,21276,0,Preventive,0,None,None,"Oil Filter,Engine Oil",29.9
V2274,2010-12-13,Winter,25.0,1,28650,0,Preventive,0,None,None,"Oil Filter,Engine Oil",24.2
V2274,2011-05-28,Spring,29.2,2,35339,0,Preventive,0,None,None,"Oil Filter,Engine Oil",29.7
V2274,2011-12-03,Winter,21.7,2,42955,0,Preventive,0,None,None,"Oil Filter,Engine Oil",26.5
V2274,2012-06-09,Summer,49.3,3,50571,0,Preventive,0,None,None,"Oil Filter,Engine Oil",19.6
V2274,2012-12-11,Winter,29.2,3,58026,0,Preventive,0,None,None,"Oil Filter,Engine Oil",19.9
V2274,2013-05-26,Spring,27.8,4,64715,0,Preventive,0,None,None,"Oil Filter,Engine Oil",19.6
V2274,2013-11-09,Autumn,36.0,4,71445,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.5
V2274,2014-05-17,Spring,25.6,5,79061,0,Preventive,0,None,None,"Oil Filter,Engine Oil",24.0
V2274,2014-11-08,Autumn,31.4,5,86113,0,Preventive,0,None,None,"Oil Filter,Engine Oil",29.2
V2274,2015-05-24,Spring,22.9,6,94052,0,Preventive,0,None,None,"Oil Filter,Engine Oil",19.4
V2274,2015-11-14,Autumn,28.9,6,101064,0,Preventive,0,None,None,"Oil Filter,Engine Oil",25.3
V2274,2016-05-10,Spring,37.6,7,108237,0,Preventive,0,None,None,"Oil Filter,Engine Oil",26.0
V2274,2016-11-04,Autumn,34.7,7,115410,0,Preventive,0,None,None,"Oil Filter,Engine Oil",21.5
V2274,2017-04-19,Spring,27.9,8,122099,1,Skipped,0,None,None,None,0.0
V2274,2017-11-01,Autumn,40.7,8,129997,0,Preventive,0,None,None,"Oil Filter,Engine Oil",27.1
V2274,2018-05-10,Spring,33.3,9,137653,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.7
V2274,2018-11-24,Autumn,26.8,9,145632,0,Preventive,0,None,None,"Oil Filter,Engine Oil",28.0
V2274,2019-05-20,Spring,29.3,10,152765,0,Preventive,0,None,None,"Oil Filter,Engine Oil",19.2
V2274,2019-12-01,Winter,20.7,10,160623,0,Corrective,1,AC Compressor Failure,Medium,AC Compressor,207.6
V2274,2020-05-15,Spring,31.1,11,167312,0,Corrective,1,Control Arm Failure,Medium,Control Arm,80.1
V2274,2020-11-29,Autumn,37.4,11,175291,0,Corrective,1,Tire Wear,Low,Tire,52.6
V2274,2021-05-17,Spring,33.7,12,182101,0,Preventive,0,None,None,"Oil Filter,Engine Oil",15.3
V2274,2021-11-26,Autumn,30.8,12,189878,0,Preventive,0,None,None,"Oil Filter,Engine Oil",27.4
V2274,2022-05-28,Spring,31.3,13,197252,0,Corrective,1,Oil Leak,Low,"Oil Seal,Gasket",59.1
V2274,2022-11-24,Autumn,28.6,13,204505,0,Emergency,1,Gearbox Failure,High,Gearbox,660.8
V2274,2023-05-28,Spring,34.7,14,211960,0,Corrective,1,Spark Plug Failure,Low,Spark Plug,11.6
V2274,2023-11-18,Autumn,32.1,14,218972,0,Emergency,1,Shock Absorber Wear,Medium,Shock Absorber,77.5
V2274,2024-05-14,Spring,39.7,15,226145,0,Corrective,1,Shock Absorber Wear,Medium,Shock Absorber,70.0
V2274,2024-11-16,Autumn,34.7,15,233640,0,Corrective,1,Brake Pad Wear,Low,Brake Pads,37.8
V2274,2025-05-22,Spring,28.9,16,241176,0,Emergency,1,Shock Absorber Wear,Medium,Shock Absorber,73.3
V2274,2025-11-25,Autumn,32.4,16,248712,0,Preventive,0,None,None,"Oil Filter,Engine Oil",21.3
V2274,2026-05-31,Spring,26.5,17,256248,0,Corrective,1,Power Steering Failure,High,Power Steering Pump,134.3
V2275,2013-06-28,Summer,36.4,0,5179,0,Preventive,0,None,None,"Oil Filter,Engine Oil",24.7
V2275,2013-12-12,Winter,21.2,0,10038,0,Preventive,0,None,None,"Oil Filter,Engine Oil",25.3
V2275,2014-06-11,Summer,42.2,1,15305,0,Preventive,0,None,None,"Oil Filter,Engine Oil",24.7
V2275,2014-12-22,Winter,23.8,1,20950,0,Preventive,0,None,None,"Oil Filter,Engine Oil",16.1
V2275,2015-07-03,Summer,36.4,2,26566,0,Preventive,0,None,None,"Oil Filter,Engine Oil",16.7
V2275,2015-12-16,Winter,22.1,2,31396,0,Preventive,0,None,None,"Oil Filter,Engine Oil",26.9
V2275,2016-06-20,Summer,48.2,3,36837,0,Preventive,0,None,None,"Oil Filter,Engine Oil",16.3
V2275,2016-12-19,Winter,19.5,3,42133,0,Preventive,0,None,None,"Oil Filter,Engine Oil",15.1
V2275,2017-06-26,Summer,40.1,4,47632,0,Preventive,0,None,None,"Oil Filter,Engine Oil",19.1
V2275,2017-12-30,Winter,23.6,4,53073,0,Preventive,0,None,None,"Oil Filter,Engine Oil",28.4
V2275,2018-06-27,Summer,42.7,5,58281,0,Preventive,0,None,None,"Oil Filter,Engine Oil",29.7
V2275,2018-12-21,Winter,23.9,5,63431,0,Preventive,0,None,None,"Oil Filter,Engine Oil",25.7
V2275,2019-06-12,Summer,35.8,6,68465,0,Preventive,0,None,None,"Oil Filter,Engine Oil",18.2
V2275,2020-01-02,Winter,20.8,7,74401,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.1
V2275,2020-06-24,Summer,36.5,7,79464,0,Preventive,0,None,None,"Oil Filter,Engine Oil",20.3
V2275,2020-12-24,Winter,27.4,7,84789,0,Preventive,0,None,None,"Oil Filter,Engine Oil",15.3
V2275,2021-06-20,Summer,38.6,8,89968,0,Preventive,0,None,None,"Oil Filter,Engine Oil",19.7
V2275,2021-12-03,Winter,23.3,8,94798,0,Preventive,0,None,None,"Oil Filter,Engine Oil",23.7
V2275,2022-05-22,Spring,24.6,9,99745,0,Preventive,0,None,None,"Oil Filter,Engine Oil",27.7
V2275,2022-11-16,Autumn,26.7,9,104924,0,Preventive,0,None,None,"Oil Filter,Engine Oil",23.0
V2275,2023-05-06,Spring,29.3,10,109900,0,Preventive,0,None,None,"Oil Filter,Engine Oil",28.6
V2275,2023-10-19,Autumn,33.2,10,114730,0,Preventive,0,None,None,"Oil Filter,Engine Oil",24.1
V2275,2024-04-18,Spring,30.8,11,120026,0,Corrective,1,Starter Motor Failure,Medium,Starter Motor,87.5
V2275,2024-11-04,Autumn,38.3,11,125846,0,Corrective,1,Brake Pad Wear,Low,Brake Pads,37.8
V2275,2025-04-19,Spring,37.9,12,130676,0,Preventive,0,None,None,"Oil Filter,Engine Oil",19.6
V2275,2025-11-01,Autumn,29.5,12,136379,0,Corrective,1,Radiator Leak,Medium,Radiator,93.9
V2275,2026-05-11,Spring,28.8,13,141937,0,Corrective,1,Radiator Leak,Medium,Radiator,91.7
V2276,2009-07-05,Summer,47.5,0,5383,0,Preventive,0,None,None,"Oil Filter,Engine Oil",18.4
V2276,2009-12-24,Winter,22.1,0,10388,0,Preventive,0,None,None,"Oil Filter,Engine Oil",22.0
V2276,2010-06-18,Summer,43.6,1,15509,0,Preventive,0,None,None,"Oil Filter,Engine Oil",29.4
V2276,2010-12-25,Winter,21.0,1,21038,0,Preventive,0,None,None,"Oil Filter,Engine Oil",16.9
V2276,2011-07-16,Summer,37.0,2,26945,0,Preventive,0,None,None,"Oil Filter,Engine Oil",16.2
V2276,2012-01-23,Winter,17.6,3,32503,0,Preventive,0,None,None,"Oil Filter,Engine Oil",16.5
V2276,2012-07-25,Summer,39.2,3,37857,0,Preventive,0,None,None,"Oil Filter,Engine Oil",15.0
V2276,2013-01-30,Winter,18.2,4,43356,0,Preventive,0,None,None,"Oil Filter,Engine Oil",15.3
V2276,2013-07-17,Summer,44.9,4,48244,0,Preventive,0,None,None,"Oil Filter,Engine Oil",16.6
V2276,2014-01-07,Winter,21.6,5,53307,0,Preventive,0,None,None,"Oil Filter,Engine Oil",29.7
V2276,2014-06-24,Summer,34.5,5,58195,0,Preventive,0,None,None,"Oil Filter,Engine Oil",20.1
V2276,2015-01-05,Winter,21.1,6,63869,0,Preventive,0,None,None,"Oil Filter,Engine Oil",24.3
V2276,2015-07-26,Summer,37.7,6,69747,0,Preventive,0,None,None,"Oil Filter,Engine Oil",26.8
V2276,2016-01-08,Winter,19.4,7,74577,0,Preventive,0,None,None,"Oil Filter,Engine Oil",21.8
V2276,2016-07-29,Summer,40.5,7,80484,0,Preventive,0,None,None,"Oil Filter,Engine Oil",16.7
V2276,2017-02-03,Winter,21.8,8,85983,0,Preventive,0,None,None,"Oil Filter,Engine Oil",20.3
V2276,2017-07-23,Summer,41.5,8,90930,0,Preventive,0,None,None,"Oil Filter,Engine Oil",19.3
V2276,2018-01-25,Winter,21.9,9,96342,0,Preventive,0,None,None,"Oil Filter,Engine Oil",18.3
V2276,2018-07-17,Summer,32.8,9,101376,0,Preventive,0,None,None,"Oil Filter,Engine Oil",25.7
V2276,2019-01-27,Winter,20.1,10,107021,0,Preventive,0,None,None,"Oil Filter,Engine Oil",28.3
V2276,2019-07-31,Summer,31.5,10,112404,0,Preventive,0,None,None,"Oil Filter,Engine Oil",21.5
V2276,2020-01-13,Winter,24.5,11,117234,0,Preventive,0,None,None,"Oil Filter,Engine Oil",19.7
V2276,2020-07-04,Summer,43.4,11,122268,0,Preventive,0,None,None,"Oil Filter,Engine Oil",24.9
V2276,2020-12-26,Winter,31.2,11,127360,0,Corrective,1,Control Arm Failure,Medium,Control Arm,84.4
V2276,2021-06-10,Summer,44.8,12,132190,0,Preventive,0,None,None,"Oil Filter,Engine Oil",25.9
V2276,2021-12-08,Winter,25.1,12,137457,0,Corrective,1,Tire Wear,Low,Tire,50.8
V2276,2022-05-27,Spring,28.5,13,142404,0,Preventive,0,None,None,"Oil Filter,Engine Oil",21.2
V2276,2022-11-15,Autumn,34.0,13,147409,0,Preventive,0,None,None,"Oil Filter,Engine Oil",22.3
V2276,2023-05-02,Spring,27.4,14,152297,0,Emergency,1,Brake Fluid Leak,High,"Brake Hose,Brake Fluid",27.7
V2276,2023-10-15,Autumn,28.0,14,157127,0,Corrective,1,Brake Pad Wear,Low,Brake Pads,43.0
V2276,2024-04-20,Spring,34.1,15,162597,0,Corrective,1,Radiator Leak,Medium,Radiator,97.5
V2276,2024-11-17,Autumn,28.3,15,168737,0,Preventive,0,None,None,"Oil Filter,Engine Oil",19.0
V2276,2025-05-23,Spring,23.9,16,174178,0,Corrective,1,Control Arm Failure,Medium,Control Arm,83.5
V2276,2025-11-05,Autumn,37.3,16,179008,0,Corrective,1,Control Arm Failure,Medium,Control Arm,76.7
V2276,2026-04-21,Spring,26.9,17,183867,0,Corrective,1,Clutch Wear,Low,Clutch Kit,167.2
V2277,2008-07-13,Summer,44.7,0,9079,0,Preventive,0,None,None,"Oil Filter,Engine Oil",19.8
V2277,2009-01-13,Winter,25.1,1,17690,0,Preventive,0,None,None,"Oil Filter,Engine Oil",27.6
V2277,2009-07-29,Summer,39.3,1,26909,0,Preventive,0,None,None,"Oil Filter,Engine Oil",22.9
V2277,2010-01-27,Winter,29.9,2,35426,0,Preventive,0,None,None,"Oil Filter,Engine Oil",25.2
V2277,2010-07-15,Summer,33.9,2,43335,0,Preventive,0,None,None,"Oil Filter,Engine Oil",24.2
V2277,2011-01-28,Winter,12.8,3,52554,0,Preventive,0,None,None,"Oil Filter,Engine Oil",23.8
V2277,2011-07-26,Summer,43.5,3,60931,0,Preventive,0,None,None,"Oil Filter,Engine Oil",18.3
V2277,2012-01-21,Winter,27.6,4,69308,0,Preventive,0,None,None,"Oil Filter,Engine Oil",18.7
V2277,2012-07-14,Summer,44.3,4,77497,0,Preventive,0,None,None,"Oil Filter,Engine Oil",29.8
V2277,2013-01-20,Winter,21.5,5,86389,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.8
V2277,2013-07-14,Summer,49.3,5,94578,0,Preventive,0,None,None,"Oil Filter,Engine Oil",22.3
V2277,2014-01-14,Winter,20.3,6,103189,0,Preventive,0,None,None,"Oil Filter,Engine Oil",25.6
V2277,2014-07-12,Summer,39.7,6,111566,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.5
V2277,2015-01-19,Winter,20.2,7,120504,0,Preventive,0,None,None,"Oil Filter,Engine Oil",22.4
V2277,2015-07-11,Summer,43.1,7,128600,0,Preventive,0,None,None,"Oil Filter,Engine Oil",24.7
V2277,2016-01-21,Winter,20.4,8,137679,0,Preventive,0,None,None,"Oil Filter,Engine Oil",15.4
V2277,2016-07-13,Summer,46.0,8,145822,0,Corrective,1,Clutch Wear,Low,Clutch Kit,187.6
V2277,2017-01-23,Winter,13.4,9,154901,0,Preventive,0,None,None,"Oil Filter,Engine Oil",23.0
V2277,2017-07-12,Summer,37.4,9,162856,0,Corrective,1,Fuel Injector Failure,Medium,Fuel Injector,50.3
V2277,2017-12-25,Winter,21.4,9,170624,0,Corrective,1,Brake Pad Wear,Low,Brake Pads,38.4
V2277,2018-06-12,Summer,36.8,10,178533,0,Corrective,1,Brake Pad Wear,Low,Brake Pads,41.1
V2277,2018-12-23,Winter,17.1,10,187612,0,Emergency,1,Engine Overheating,High,"Radiator,Coolant Pump,Thermostat",165.9
V2277,2019-07-02,Summer,36.6,11,196550,0,Emergency,1,Coolant Pump Failure,Medium,Coolant Pump,59.1
V2277,2019-12-19,Winter,13.1,11,204505,0,Corrective,1,Oil Leak,Low,"Oil Seal,Gasket",47.0
V2277,2020-06-02,Summer,35.4,12,212273,0,Corrective,1,Tire Wear,Low,Tire,46.4
V2277,2020-11-15,Autumn,31.3,12,220041,0,Preventive,0,None,None,"Oil Filter,Engine Oil",28.7
V2277,2021-06-14,Summer,41.5,13,229915,0,Preventive,0,None,None,"Oil Filter,Engine Oil",24.5
V2277,2022-01-04,Winter,19.9,14,239462,0,Corrective,1,Refrigerant Leak,Medium,Refrigerant,23.5
V2277,2022-07-02,Summer,40.6,14,247839,0,Corrective,1,Spark Plug Failure,Low,Spark Plug,12.1
V2277,2023-01-20,Winter,32.5,15,257292,0,Preventive,0,None,None,"Oil Filter,Engine Oil",29.0
V2277,2023-07-31,Summer,42.2,15,266277,0,Corrective,1,Tire Wear,Low,Tire,47.8
V2277,2024-02-01,Winter,24.7,16,274935,0,Corrective,1,Shock Absorber Wear,Medium,Shock Absorber,68.5
V2277,2024-07-24,Summer,41.7,16,283078,0,Corrective,1,Oil Leak,Low,"Oil Seal,Gasket",53.4
V2277,2025-01-19,Winter,25.7,17,291455,0,Preventive,0,None,None,"Oil Filter,Engine Oil",22.6
V2277,2025-07-04,Summer,32.2,17,299223,0,Corrective,1,Tire Wear,Low,Tire,46.3
V2277,2025-12-17,Winter,17.2,17,306991,0,Corrective,1,Tire Wear,Low,Tire,50.9
V2277,2026-07-04,Summer,39.3,18,316304,0,Corrective,1,Oil Leak,Low,"Oil Seal,Gasket",46.9
V2278,2010-07-17,Summer,38.1,0,5614,1,Skipped,0,None,None,None,0.0
V2278,2011-02-02,Winter,20.5,1,11314,0,Preventive,0,None,None,"Oil Filter,Engine Oil",27.1
V2278,2011-08-03,Summer,36.6,1,16501,0,Preventive,0,None,None,"Oil Filter,Engine Oil",23.9
V2278,2012-01-16,Winter,22.5,2,21232,0,Preventive,0,None,None,"Oil Filter,Engine Oil",26.6
V2278,2012-06-30,Summer,45.5,2,25963,0,Preventive,0,None,None,"Oil Filter,Engine Oil",22.4
V2278,2012-12-27,Winter,16.7,2,31093,1,Skipped,0,None,None,None,0.0
V2278,2013-06-16,Summer,45.0,3,35966,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.1
V2278,2013-11-29,Autumn,30.7,3,40697,0,Preventive,0,None,None,"Oil Filter,Engine Oil",26.7
V2278,2014-05-25,Spring,32.6,4,45741,0,Preventive,0,None,None,"Oil Filter,Engine Oil",15.7
V2278,2014-11-07,Autumn,26.5,4,50472,0,Preventive,0,None,None,"Oil Filter,Engine Oil",28.7
V2278,2015-05-12,Spring,24.7,5,55773,0,Preventive,0,None,None,"Oil Filter,Engine Oil",29.1
V2278,2015-10-29,Autumn,37.9,5,60618,1,Skipped,0,None,None,None,0.0
V2278,2016-04-16,Spring,32.7,6,65463,0,Preventive,0,None,None,"Oil Filter,Engine Oil",29.6
V2278,2016-10-27,Autumn,33.3,6,70992,0,Preventive,0,None,None,"Oil Filter,Engine Oil",26.7
V2278,2017-04-13,Spring,31.3,7,75780,0,Preventive,0,None,None,"Oil Filter,Engine Oil",16.4
V2278,2017-10-16,Autumn,26.2,7,81081,1,Skipped,0,None,None,None,0.0
V2278,2018-04-06,Spring,36.2,8,85983,2,Skipped,0,None,None,None,0.0
V2278,2018-10-14,Autumn,24.2,8,91426,3,Skipped,0,None,None,None,0.0
V2278,2019-04-10,Spring,30.4,9,96499,0,Preventive,0,None,None,"Oil Filter,Engine Oil",16.4
V2278,2019-10-16,Autumn,29.7,9,101885,0,Preventive,0,None,None,"Oil Filter,Engine Oil",18.5
V2278,2020-04-02,Spring,29.4,10,106701,0,Preventive,0,None,None,"Oil Filter,Engine Oil",16.3
V2278,2020-09-27,Autumn,29.2,10,111774,1,Skipped,0,None,None,None,0.0
V2278,2021-03-18,Spring,23.6,11,116676,0,Corrective,1,Brake Pad Wear,Low,Brake Pads,36.9
V2278,2021-09-27,Autumn,34.4,11,122176,0,Emergency,1,Control Arm Failure,Medium,Control Arm,81.6
V2278,2022-03-20,Spring,31.5,12,127135,0,Preventive,0,None,None,"Oil Filter,Engine Oil",24.2
V2278,2022-09-18,Autumn,27.0,12,132322,0,Corrective,1,Battery Failure,Medium,Battery,51.0
V2278,2023-03-17,Spring,28.8,13,137452,0,Corrective,1,Starter Motor Failure,Medium,Starter Motor,78.3
V2278,2023-10-04,Autumn,33.6,13,143180,0,Corrective,1,Oil Leak,Low,"Oil Seal,Gasket",54.8
V2278,2024-04-22,Spring,27.5,14,148908,0,Preventive,0,None,None,"Oil Filter,Engine Oil",27.0
V2278,2024-10-26,Autumn,34.4,14,154237,0,Corrective,1,Battery Failure,Medium,Battery,53.5
V2278,2025-04-12,Spring,32.2,15,159025,0,Preventive,0,None,None,"Oil Filter,Engine Oil",26.3
V2278,2025-09-29,Autumn,41.5,15,163870,0,Preventive,0,None,None,"Oil Filter,Engine Oil",18.2
V2278,2026-04-06,Spring,35.0,16,169256,1,Skipped,0,None,None,None,0.0
V2279,2012-07-04,Summer,30.0,0,8639,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.5
V2279,2012-12-30,Winter,25.8,0,16998,0,Preventive,0,None,None,"Oil Filter,Engine Oil",27.1
