vehicle_id,condition,model,engine_type,engine_cc,weight_kg,vehicle_class,drivetrain,manufacture_year,service_date,season,ambient_temp,vehicle_age,mileage,avg_daily_km,driving_style,diligence,missed_services,service_type,failure_occurred,failure_type,failure_severity,parts_replaced,service_cost
V420,100.0,Altima,I4,2500,1450,Sedan,FWD,2012,2016-12-20,Winter,18.7,4,73868,40.7,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",16.6
V420,100.0,Altima,I4,2500,1450,Sedan,FWD,2012,2017-07-19,Summer,40.7,5,82455,40.7,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",16.1
V420,100.0,Altima,I4,2500,1450,Sedan,FWD,2012,2018-01-31,Winter,24.6,6,90432,40.7,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",21.7
V420,100.0,Altima,I4,2500,1450,Sedan,FWD,2012,2018-08-05,Summer,52.4,6,98002,40.7,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",22.1
V420,100.0,Altima,I4,2500,1450,Sedan,FWD,2012,2019-02-01,Winter,27.3,7,105328,40.7,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",26.3
V420,99.91672,Altima,I4,2500,1450,Sedan,FWD,2012,2019-08-03,Summer,36.7,7,112776,40.7,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",15.7
V420,99.52221,Altima,I4,2500,1450,Sedan,FWD,2012,2020-01-23,Winter,22.5,8,119817,40.7,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.6
V420,98.9006,Altima,I4,2500,1450,Sedan,FWD,2012,2020-07-27,Summer,45.3,8,127387,40.7,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",25.0
V420,97.97264999999999,Altima,I4,2500,1450,Sedan,FWD,2012,2021-01-12,Winter,21.6,9,134265,40.7,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",19.5
V420,100.0,Altima,I4,2500,1450,Sedan,FWD,2012,2021-07-02,Summer,44.2,9,141224,40.7,Calm,Diligent,0,Emergency,1,Brake Disc Warp,Medium,Brake Disc,43.1
V420,98.64838999999999,Altima,I4,2500,1450,Sedan,FWD,2012,2021-12-25,Winter,20.3,9,148387,40.7,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",16.6
V420,96.99409999999999,Altima,I4,2500,1450,Sedan,FWD,2012,2022-06-09,Summer,43.6,10,155143,40.7,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",16.9
V420,95.12248999999998,Altima,I4,2500,1450,Sedan,FWD,2012,2022-12-04,Winter,20.9,10,162387,40.7,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",26.9
V420,92.90914,Altima,I4,2500,1450,Sedan,FWD,2012,2023-06-20,Summer,40.2,11,170445,40.7,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",16.0
V420,90.35771,Altima,I4,2500,1450,Sedan,FWD,2012,2024-01-01,Winter,16.6,12,178381,40.7,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",29.5
V420,92.59505,Altima,I4,2500,1450,Sedan,FWD,2012,2024-06-22,Summer,47.6,12,185422,40.7,Calm,Diligent,0,Corrective,1,Oil Leak,Low,"Oil Seal,Gasket",54.2
V420,89.61873,Altima,I4,2500,1450,Sedan,FWD,2012,2024-12-14,Winter,24.1,12,192544,40.7,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",16.2
V420,86.33118,Altima,I4,2500,1450,Sedan,FWD,2012,2025-06-05,Summer,30.3,13,199585,40.7,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",23.3
V420,82.82631,Altima,I4,2500,1450,Sedan,FWD,2012,2025-11-30,Autumn,36.5,13,206829,40.7,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",23.9
V420,83.99191,Altima,I4,2500,1450,Sedan,FWD,2012,2026-06-06,Summer,51.0,14,214480,40.7,Calm,Diligent,0,Emergency,1,Alternator Failure,Medium,Alternator,111.1
V421,100.0,Patrol,V6,4000,2600,SUV,AWD,2015,2015-07-02,Summer,46.7,0,11029,60.6,Calm,Irresponsible,0,Preventive,0,None,None,"Oil Filter,Engine Oil",28.4
V421,100.0,Patrol,V6,4000,2600,SUV,AWD,2015,2016-01-17,Winter,11.1,1,23088,60.6,Calm,Irresponsible,0,Corrective,1,Oil Leak,Low,"Oil Seal,Gasket",54.4
V421,100.0,Patrol,V6,4000,2600,SUV,AWD,2015,2016-07-15,Summer,38.2,1,33996,60.6,Calm,Irresponsible,0,Preventive,0,None,None,"Oil Filter,Engine Oil",28.2
V421,100.0,Patrol,V6,4000,2600,SUV,AWD,2015,2017-01-13,Winter,14.4,2,45025,60.6,Calm,Irresponsible,0,Corrective,1,Battery Failure,Medium,Battery,52.4
V421,100.0,Patrol,V6,4000,2600,SUV,AWD,2015,2017-06-28,Summer,40.0,2,55084,60.6,Calm,Irresponsible,0,Preventive,0,None,None,"Oil Filter,Engine Oil",18.5
V421,96.31844,Patrol,V6,4000,2600,SUV,AWD,2015,2017-12-26,Winter,25.5,2,66052,60.6,Calm,Irresponsible,1,Skipped,0,None,None,None,0.0
V421,97.69512,Patrol,V6,4000,2600,SUV,AWD,2015,2018-07-02,Summer,45.6,3,77444,60.6,Calm,Irresponsible,0,Preventive,0,None,None,"Oil Filter,Engine Oil",26.7
V421,98.63004,Patrol,V6,4000,2600,SUV,AWD,2015,2019-01-06,Winter,28.9,4,88836,60.6,Calm,Irresponsible,0,Preventive,0,None,None,"Oil Filter,Engine Oil",15.3
V421,93.75226999999998,Patrol,V6,4000,2600,SUV,AWD,2015,2019-06-27,Summer,48.2,4,99259,60.6,Calm,Irresponsible,1,Skipped,0,None,None,None,0.0
V421,94.07089999999998,Patrol,V6,4000,2600,SUV,AWD,2015,2019-12-11,Winter,26.9,4,109379,60.6,Calm,Irresponsible,0,Preventive,0,None,None,"Oil Filter,Engine Oil",24.4
V421,93.98592999999998,Patrol,V6,4000,2600,SUV,AWD,2015,2020-05-26,Spring,32.6,5,119499,60.6,Calm,Irresponsible,0,Preventive,0,None,None,"Oil Filter,Engine Oil",20.6
V421,93.58646999999998,Patrol,V6,4000,2600,SUV,AWD,2015,2020-11-15,Autumn,34.2,5,129982,60.6,Calm,Irresponsible,0,Preventive,0,None,None,"Oil Filter,Engine Oil",24.4
V421,92.76885999999999,Patrol,V6,4000,2600,SUV,AWD,2015,2021-05-09,Spring,29.5,6,140587,60.6,Calm,Irresponsible,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.6
V421,86.13676,Patrol,V6,4000,2600,SUV,AWD,2015,2021-10-29,Autumn,32.5,6,151070,60.6,Calm,Irresponsible,1,Skipped,0,None,None,None,0.0
V421,84.60288999999999,Patrol,V6,4000,2600,SUV,AWD,2015,2022-04-13,Spring,26.3,7,161129,60.6,Calm,Irresponsible,0,Preventive,0,None,None,"Oil Filter,Engine Oil",25.2
V421,82.69089999999998,Patrol,V6,4000,2600,SUV,AWD,2015,2022-11-07,Autumn,30.1,7,173733,60.6,Calm,Irresponsible,0,Preventive,0,None,None,"Oil Filter,Engine Oil",19.6
V421,74.84440999999998,Patrol,V6,4000,2600,SUV,AWD,2015,2023-05-10,Spring,27.1,8,184883,60.6,Calm,Irresponsible,1,Skipped,0,None,None,None,0.0
V421,72.18885999999999,Patrol,V6,4000,2600,SUV,AWD,2015,2023-10-27,Autumn,27.4,8,195185,60.6,Calm,Irresponsible,0,Preventive,0,None,None,"Oil Filter,Engine Oil",25.2
V421,69.13153999999999,Patrol,V6,4000,2600,SUV,AWD,2015,2024-04-10,Spring,30.0,9,205244,60.6,Calm,Irresponsible,0,Preventive,0,None,None,"Oil Filter,Engine Oil",20.5
V421,65.73425999999998,Patrol,V6,4000,2600,SUV,AWD,2015,2024-10-14,Autumn,36.3,9,216576,60.6,Calm,Irresponsible,0,Preventive,0,None,None,"Oil Filter,Engine Oil",19.2
V421,56.411569999999976,Patrol,V6,4000,2600,SUV,AWD,2015,2025-04-11,Spring,39.7,10,227423,60.6,Calm,Irresponsible,1,Skipped,0,None,None,None,0.0
V421,52.256209999999975,Patrol,V6,4000,2600,SUV,AWD,2015,2025-10-11,Autumn,29.4,10,238512,60.6,Calm,Irresponsible,0,Preventive,0,None,None,"Oil Filter,Engine Oil",27.1
V421,47.684529999999974,Patrol,V6,4000,2600,SUV,AWD,2015,2026-04-03,Spring,36.6,11,249056,60.6,Calm,Irresponsible,0,Preventive,0,None,None,"Oil Filter,Engine Oil",21.6
V422,100.0,Pathfinder,V6,3500,2000,SUV,AWD,2017,2017-06-16,Summer,29.0,0,9561,57.6,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",18.9
V422,100.0,Pathfinder,V6,3500,2000,SUV,AWD,2017,2017-12-15,Winter,26.8,0,20044,57.6,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",20.2
V422,100.0,Pathfinder,V6,3500,2000,SUV,AWD,2017,2018-06-16,Summer,35.5,1,30584,57.6,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",26.5
V422,100.0,Pathfinder,V6,3500,2000,SUV,AWD,2017,2018-12-15,Winter,28.3,1,41067,57.6,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",23.7
V422,100.0,Pathfinder,V6,3500,2000,SUV,AWD,2017,2019-06-27,Summer,38.6,2,52241,57.6,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",26.7
V422,100.0,Pathfinder,V6,3500,2000,SUV,AWD,2017,2019-12-10,Winter,25.4,2,61802,57.6,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",25.2
V422,100.0,Pathfinder,V6,3500,2000,SUV,AWD,2017,2020-06-12,Summer,45.4,3,72458,57.6,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",28.1
V422,100.0,Pathfinder,V6,3500,2000,SUV,AWD,2017,2020-12-17,Winter,24.9,3,83286,57.6,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",23.2
V422,100.0,Pathfinder,V6,3500,2000,SUV,AWD,2017,2021-06-23,Summer,42.6,4,94114,57.6,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.9
V422,100.0,Pathfinder,V6,3500,2000,SUV,AWD,2017,2021-12-06,Winter,23.1,4,103675,57.6,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",28.0
V422,100.0,Pathfinder,V6,3500,2000,SUV,AWD,2017,2022-06-30,Summer,34.8,5,115540,57.6,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",27.0
V422,99.58304000000001,Pathfinder,V6,3500,2000,SUV,AWD,2017,2023-01-19,Winter,28.0,6,127232,57.6,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",29.7
V422,98.84814000000001,Pathfinder,V6,3500,2000,SUV,AWD,2017,2023-07-22,Summer,37.5,6,137830,57.6,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",15.0
V422,97.69011000000002,Pathfinder,V6,3500,2000,SUV,AWD,2017,2024-01-25,Winter,18.7,7,148601,57.6,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",28.0
V422,96.23142000000001,Pathfinder,V6,3500,2000,SUV,AWD,2017,2024-07-17,Summer,38.0,7,158623,57.6,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",26.3
V422,99.37552000000002,Pathfinder,V6,3500,2000,SUV,AWD,2017,2025-01-05,Winter,16.3,8,168530,57.6,Calm,Diligent,0,Corrective,1,Shock Absorber Wear,Medium,Shock Absorber,76.1
V422,100.0,Pathfinder,V6,3500,2000,SUV,AWD,2017,2025-07-02,Summer,40.0,8,178782,57.6,Calm,Diligent,0,Corrective,1,Shock Absorber Wear,Medium,Shock Absorber,70.9
V422,97.54971,Pathfinder,V6,3500,2000,SUV,AWD,2017,2025-12-15,Winter,24.8,8,188343,57.6,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",22.1
V422,99.66765,Pathfinder,V6,3500,2000,SUV,AWD,2017,2026-06-25,Summer,34.7,9,199402,57.6,Calm,Diligent,0,Corrective,1,Spark Plug Failure,Low,Spark Plug,11.5
V423,100.0,Patrol,V6,4000,2600,SUV,AWD,2011,2011-06-29,Summer,36.5,0,6712,37.5,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",15.4
V423,100.0,Patrol,V6,4000,2600,SUV,AWD,2011,2012-01-23,Winter,21.8,1,14512,37.5,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",18.9
V423,100.0,Patrol,V6,4000,2600,SUV,AWD,2011,2012-07-29,Summer,39.4,1,21562,37.5,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",18.3
V423,100.0,Patrol,V6,4000,2600,SUV,AWD,2011,2013-01-14,Winter,20.9,2,27899,37.5,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",15.1
V423,100.0,Patrol,V6,4000,2600,SUV,AWD,2011,2013-07-01,Summer,41.7,2,34199,37.5,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",25.4
V423,100.0,Patrol,V6,4000,2600,SUV,AWD,2011,2013-12-14,Winter,17.1,2,40424,37.5,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",18.7
V423,100.0,Patrol,V6,4000,2600,SUV,AWD,2011,2014-06-25,Summer,35.1,3,47661,37.5,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",26.8
V423,100.0,Patrol,V6,4000,2600,SUV,AWD,2011,2014-12-31,Winter,11.7,3,54748,37.5,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",25.9
V423,100.0,Patrol,V6,4000,2600,SUV,AWD,2011,2015-07-22,Summer,40.0,4,62360,37.5,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",23.3
V423,100.0,Patrol,V6,4000,2600,SUV,AWD,2011,2016-01-22,Winter,28.0,5,69260,37.5,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",25.8
V423,100.0,Patrol,V6,4000,2600,SUV,AWD,2011,2016-07-21,Summer,40.4,5,76047,37.5,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.6
V423,100.0,Patrol,V6,4000,2600,SUV,AWD,2011,2017-01-11,Winter,24.3,6,82572,37.5,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",16.5
V423,100.0,Patrol,V6,4000,2600,SUV,AWD,2011,2017-07-08,Summer,36.9,6,89247,37.5,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",25.6
V423,100.0,Patrol,V6,4000,2600,SUV,AWD,2011,2017-12-30,Winter,26.6,6,95809,37.5,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",25.4
V423,100.0,Patrol,V6,4000,2600,SUV,AWD,2011,2018-06-14,Summer,44.4,7,102034,37.5,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",15.2
V423,100.0,Patrol,V6,4000,2600,SUV,AWD,2011,2018-12-11,Winter,26.2,7,108784,37.5,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",23.3
V423,99.74973,Patrol,V6,4000,2600,SUV,AWD,2011,2019-05-26,Spring,23.6,8,115009,37.5,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",20.9
V423,99.30035000000001,Patrol,V6,4000,2600,SUV,AWD,2011,2019-11-19,Autumn,40.2,8,121646,37.5,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",18.6
V423,98.55972,Patrol,V6,4000,2600,SUV,AWD,2011,2020-05-07,Spring,30.4,9,128021,37.5,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",20.5
V423,97.61209,Patrol,V6,4000,2600,SUV,AWD,2011,2020-11-07,Autumn,30.3,9,134921,37.5,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",28.7
V423,96.34621,Patrol,V6,4000,2600,SUV,AWD,2011,2021-05-20,Spring,31.1,10,142196,37.5,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",18.4
V423,94.87222,Patrol,V6,4000,2600,SUV,AWD,2011,2021-11-21,Autumn,30.8,10,149133,37.5,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",27.0
V423,98.11148,Patrol,V6,4000,2600,SUV,AWD,2011,2022-05-06,Spring,32.1,11,155358,37.5,Calm,Diligent,0,Corrective,1,Tire Wear,Low,Tire,53.9
V423,96.15949,Patrol,V6,4000,2600,SUV,AWD,2011,2022-10-23,Autumn,36.6,11,161733,37.5,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",20.0
V423,98.914,Patrol,V6,4000,2600,SUV,AWD,2011,2023-04-13,Spring,27.9,12,168183,37.5,Calm,Diligent,0,Corrective,1,Battery Failure,Medium,Battery,50.1
V423,96.46715,Patrol,V6,4000,2600,SUV,AWD,2011,2023-10-09,Autumn,33.9,12,174895,37.5,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",28.9
V423,93.72119,Patrol,V6,4000,2600,SUV,AWD,2011,2024-04-03,Spring,29.1,13,181532,37.5,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",26.5
V423,95.75248,Patrol,V6,4000,2600,SUV,AWD,2011,2024-10-18,Autumn,30.5,13,188957,37.5,Calm,Diligent,0,Emergency,1,Shock Absorber Wear,Medium,Shock Absorber,78.8
V423,92.46216,Patrol,V6,4000,2600,SUV,AWD,2011,2025-05-03,Spring,32.3,14,196344,37.5,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",16.0
V423,88.96708999999998,Patrol,V6,4000,2600,SUV,AWD,2011,2025-11-01,Autumn,38.1,14,203169,37.5,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",22.5
V423,85.16840999999998,Patrol,V6,4000,2600,SUV,AWD,2011,2026-05-01,Spring,30.1,15,209956,37.5,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",21.2
V424,100.0,Sunny,I4,1500,1050,Sedan,FWD,2017,2017-06-28,Summer,45.2,0,8846,49.7,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",30.0
V424,100.0,Sunny,I4,1500,1050,Sedan,FWD,2017,2017-12-31,Winter,27.4,0,18090,49.7,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.2
V424,100.0,Sunny,I4,1500,1050,Sedan,FWD,2017,2018-07-01,Summer,40.2,1,27135,49.7,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",27.0
V424,100.0,Sunny,I4,1500,1050,Sedan,FWD,2017,2019-01-03,Winter,22.9,2,36379,49.7,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",27.6
V424,100.0,Sunny,I4,1500,1050,Sedan,FWD,2017,2019-06-26,Summer,50.0,2,45026,49.7,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",16.4
V424,100.0,Sunny,I4,1500,1050,Sedan,FWD,2017,2020-01-08,Winter,21.0,3,54767,49.7,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",19.8
V424,100.0,Sunny,I4,1500,1050,Sedan,FWD,2017,2020-07-07,Summer,49.8,3,63762,49.7,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",24.3
V424,100.0,Sunny,I4,1500,1050,Sedan,FWD,2017,2021-01-14,Winter,20.1,4,73254,49.7,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",27.6
V424,100.0,Sunny,I4,1500,1050,Sedan,FWD,2017,2021-07-12,Summer,42.7,4,82150,49.7,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",29.2
V424,100.0,Sunny,I4,1500,1050,Sedan,FWD,2017,2022-01-22,Winter,28.6,5,91791,49.7,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",28.3
V424,100.0,Sunny,I4,1500,1050,Sedan,FWD,2017,2022-07-07,Summer,38.8,5,100041,49.7,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",22.0
V424,100.0,Sunny,I4,1500,1050,Sedan,FWD,2017,2022-12-30,Winter,19.3,5,108788,49.7,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",29.5
V424,99.88739000000001,Sunny,I4,1500,1050,Sedan,FWD,2017,2023-06-15,Summer,49.0,6,117087,49.7,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",19.5
V424,99.48405000000001,Sunny,I4,1500,1050,Sedan,FWD,2017,2023-12-27,Winter,23.4,6,126778,49.7,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.2
V424,98.7198,Sunny,I4,1500,1050,Sedan,FWD,2017,2024-06-19,Summer,42.2,7,135475,49.7,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",15.6
V424,97.67376,Sunny,I4,1500,1050,Sedan,FWD,2017,2024-12-25,Winter,29.1,7,144868,49.7,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",25.8
V424,96.24296000000001,Sunny,I4,1500,1050,Sedan,FWD,2017,2025-07-04,Summer,42.2,8,154360,49.7,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",28.7
V424,94.54828000000002,Sunny,I4,1500,1050,Sedan,FWD,2017,2025-12-28,Winter,23.2,8,163156,49.7,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",15.3
V424,92.47778000000001,Sunny,I4,1500,1050,Sedan,FWD,2017,2026-07-01,Summer,42.4,9,172350,49.7,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",24.1
V425,100.0,Altima,I4,2500,1450,Sedan,FWD,2018,2018-07-09,Summer,45.0,0,8788,46.5,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",20.6
V425,100.0,Altima,I4,2500,1450,Sedan,FWD,2018,2019-01-19,Winter,26.0,1,17809,46.5,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",19.8
V425,100.0,Altima,I4,2500,1450,Sedan,FWD,2018,2019-07-20,Summer,41.8,1,26272,46.5,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",15.7
V425,100.0,Altima,I4,2500,1450,Sedan,FWD,2018,2020-01-12,Winter,16.7,2,34456,46.5,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",26.9
V425,100.0,Altima,I4,2500,1450,Sedan,FWD,2018,2020-07-10,Summer,35.1,2,42826,46.5,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",26.6
V425,100.0,Altima,I4,2500,1450,Sedan,FWD,2018,2020-12-28,Winter,25.8,2,50777,46.5,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",15.6
V425,100.0,Altima,I4,2500,1450,Sedan,FWD,2018,2021-07-07,Summer,42.1,3,59658,46.5,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",15.3
V425,100.0,Altima,I4,2500,1450,Sedan,FWD,2018,2021-12-20,Winter,26.1,3,67377,46.5,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",27.2
V425,100.0,Altima,I4,2500,1450,Sedan,FWD,2018,2022-06-04,Summer,36.2,4,75096,46.5,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",22.7
V425,100.0,Altima,I4,2500,1450,Sedan,FWD,2018,2022-12-26,Winter,18.3,4,84628,46.5,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",23.6
V425,100.0,Altima,I4,2500,1450,Sedan,FWD,2018,2023-07-03,Summer,38.6,5,93416,46.5,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",28.6
V425,100.0,Altima,I4,2500,1450,Sedan,FWD,2018,2023-12-24,Winter,19.5,5,101507,46.5,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",22.8
V425,100.0,Altima,I4,2500,1450,Sedan,FWD,2018,2024-06-12,Summer,40.0,6,109458,46.5,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",22.9
V425,99.86516,Altima,I4,2500,1450,Sedan,FWD,2018,2024-12-09,Winter,16.7,6,117828,46.5,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.2
V425,99.33878,Altima,I4,2500,1450,Sedan,FWD,2018,2025-07-06,Summer,38.3,7,127546,46.5,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",23.0
V425,98.44177,Altima,I4,2500,1450,Sedan,FWD,2018,2026-01-16,Winter,23.3,8,136567,46.5,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",28.4
V425,97.31040000000002,Altima,I4,2500,1450,Sedan,FWD,2018,2026-07-03,Summer,33.8,8,144379,46.5,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",19.9
V426,100.0,X-Trail,I4,2500,1650,SUV,AWD,2009,2009-07-07,Summer,41.4,0,10041,53.7,Aggressive,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",15.1
V426,100.0,X-Trail,I4,2500,1650,SUV,AWD,2009,2010-01-03,Winter,24.4,1,19707,53.7,Aggressive,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",15.8
V426,100.0,X-Trail,I4,2500,1650,SUV,AWD,2009,2010-07-22,Summer,35.5,1,30447,53.7,Aggressive,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",20.3
V426,100.0,X-Trail,I4,2500,1650,SUV,AWD,2009,2011-01-21,Winter,24.6,2,40274,53.7,Aggressive,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",15.0
V426,100.0,X-Trail,I4,2500,1650,SUV,AWD,2009,2011-07-21,Summer,39.9,2,49993,53.7,Aggressive,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",21.0
V426,100.0,X-Trail,I4,2500,1650,SUV,AWD,2009,2012-01-20,Winter,19.9,3,59820,53.7,Aggressive,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",24.9
V426,100.0,X-Trail,I4,2500,1650,SUV,AWD,2009,2012-07-25,Summer,41.9,3,69861,53.7,Aggressive,Diligent,0,Emergency,1,Brake Disc Warp,Medium,Brake Disc,45.0
V426,100.0,X-Trail,I4,2500,1650,SUV,AWD,2009,2013-01-07,Winter,15.6,4,78775,53.7,Aggressive,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",22.5
V426,100.0,X-Trail,I4,2500,1650,SUV,AWD,2009,2013-07-30,Summer,37.8,4,89729,53.7,Aggressive,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",22.2
V426,100.0,X-Trail,I4,2500,1650,SUV,AWD,2009,2014-01-26,Winter,17.1,5,99395,53.7,Aggressive,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",20.4
V426,100.0,X-Trail,I4,2500,1650,SUV,AWD,2009,2014-07-11,Summer,35.2,5,108309,53.7,Aggressive,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",24.2
